title, url, upvotes, lastModifiedtime, lastModifiedText, content
Install Lacerte Tax with a Standalone License,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000029612_en_US?modified_at=2018-04-21+03%3A15%3A02+UTC,5,2018-04-21 22:32:09,Last Modified 253 days ago,"Problem Description
How do I install Lacerte Tax with standalone license?

Solution Description

 Looking for 
 Prior Year Download Info? Try our 
 Download and Install Prior Year Lacerte Tax Programs article.


Important: The 
 2016 Lacerte Tax Program - Release 1 and 
 2015 Lacerte Tax Program - Release (includes Proforma and Organizer) are now available online. To download the programs, login to 
 My Account.  Mouse over 
 My Lacerte and click  
 Downloads. 
  



  


 Watch a 
 video demonstration or follow the steps below to perform a Standalone Installation of the Lacerte Tax program.


  


 With a standalone license, the program needs to be installed to a local drive and usage of network drives for sharing data, backing up data, and sharing program options is not allowed.


  


 Multiple installations of the Lacerte Tax program on a single computer is not recommended.   


  


Installing Lacerte Tax with a Standalone License:


Close any open programs.
Insert the Lacerte Program CD into the CD-Rom drive or Download the program by logging into the My Account website.
Click Next on the Welcome window.   
  
The Installer will check for a year prep (license) file.  If a prep file is found, you will be asked to verify your firm information (2013 - 2016 Lacerte Installers Only). Select one of the following: 
    
Click Yes, if the information displayed is your firm information.
Click No, if the information displayed is not your firm information.  
 
If the prep file is not found or if you clicked No, this is not my firm,  you will see a screen giving you three choices to to install the prep file (depending on the tax year your are installing). Select one of the choices: 
    

Download a Preparer file from My Account - you can provide your username and password to login to My Account and the Installer program will attempt to retrieve the prep file from My Account.

Browse to directory  - If you have a prep file stored somewhere on your hard drive or portable media, you can browse to folder where it resides.

Install a temporary Preparer file - the program uses a demo preparer file and will not display your firm's name on tax returns until the Preparer file is updated. (2008 and prior years only.)  
 
 
Click on the radio button to Accept the license agreement.
Click Next.
Select the programs to install. Note- Only the programs you are licensed for will be displayed (i.e. Lacerte Tax, Tax Planner, etc.). 
Enter the Destination Location where to install Lacerte. Note: This path must end in ??Tax. (""??"" represents the tax year. Example: If installing the 2016 Lacerte Tax program, the path must end in \16Tax)
Click Next.
Select the applicable States and Modules to install from the Select States window. Lacerte will automatically check the state and modules you are licensed for.   Productivity tip: Select only the modules and states that you expect to use. This will save you time when downloading updates and you can always add later if needed.   
  

Note- In 2009 and prior years you will see a Lacerte Update Scheduler window. This enables you to schedule your program updates that will be downloaded from Lacerte. If not enabled at this time, the scheduler can be turned on later.  
 
Review your current settings. Press Back to change any settings or Press Install.
Click Launch to start the program.  We recommend to restart your computer so that the font files can properly initialize. If you start the program and the tax forms appear blank, (forms but no tax input), restart your computer which will resolve the issue.  Productivity tip: To verify that you can print to PDF, select any return and select Print on the menu bar, then Current Form.  Select the Settings option, uncheck Printer and select the File (PDF) option. A PDF forms notice may appear and if so, review and click OK. Click OK again and a window should appear with the file name and location to save the PDF. Indicate the file name or go with the default, note the file location, then select Save. Click on the file to view as a PDF. If the PDF appears, you are set to go. If the file does not appear or an error message is generated, please run the PDF Repair Tool to resolve the issue.

 

Common Issue Installing Lacerte from Web Downloads:


""Operation Timed Out - Error Downloading File"" Downloading Lacerte Program or Updates
Setup Hangs or Freezes When Downloading Lacerte From Web Downloads or Downloading Updates

 

See Related Video for performing a Standalone Installation:





                                        Want to learn more? Visit our
 
online portal
.
 GEN87241"
Viewing and Updating the Status of an eSignature Request,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000031132_en_US?modified_at=2017-08-10+19%3A43%3A02+UTC,0,2017-08-10 19:43:02,Last Modified 253 days ago,"How can I view the status of an eSignature Request?
How can I update the status of an eSignature Request?

Solution Description
You can view the status of an eSignature Request from the Clients tab or within the eSignature Dashboard.
To view the Status of an eSignature Request:

Click on the Clients tab (to view the list of your clients).
Locate the Client file from the list.
Look at the current status in the eSig Status column.

 
To update  and view the eSignature Status from the Dashboard:

Navigate to the eSignature Dashboard.
Click on Usage from the left navigation panel.  Note- This will update the status. If the eSignature Dashboard is left open the status will check for updates every 20 min.

 
To update the eSignature Status manually:

Click on E-file.
Click on Intuit eSignature.
Select Update eSignature status.
Locate the Client file from the list.
Look at the current status in the eSig Status column.

  HOW24581"
Creating and E-mailing Password Protected PDFs to Clients from Within Lacerte,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000022534_en_US?modified_at=2018-04-21+19%3A55%3A15+UTC,0,2018-04-21 22:32:15,Last Modified 253 days ago,"Description
How do I create and e-mail a password protected PDF to my client within Lacerte?

Solution Description
Beginning in Tax Year 2014, Lacerte has added the ability to include a link to the PDF, in the email. See Generating a Password Protected PDF and Email below for more information.
 

Setting the Password Protection Options


Click on Settings. 
Click on Options.
Select the Setup tab.
Scroll down to the Complete Return - Email  section.   
    
Select both checkboxes, Identification Number and Zip code to include both components, last 4-digits of SSN or EIN and 5-digit zip code, as the PDF password; or,
Select only one check box to include only one component as the PDF password; or,
Select neither checkbox   Note: If neither box is selected then the PDF copy of the return will be e-mailed with no password.     
 
 Click OK to save the settings. 

Each tax module has its own Password Options and the password settings can vary between modules.



Setting the Firm Level Password for Email PDF

Beginning in Tax Year 2013, Lacerte provides a Firm Password for E-mail PDF feature that helps the whole firm to have a single master password to all PDF's created using the Email PDF feature (the PDF would still be protected by the SSN-ZIP password)
To set the Firm Level Password for Email PDF:

Click on Settings.
Click on Options or Master Options. 
    

Note: If Lacerte is installed to a network, the Firm Password feature will be greyed out in Options. Master Options is the only option to access.
 
Scroll down to the Complete Return - Email section.
Enter the Firm Password.    Note: The Hide Firm Password toggle can be used to Mask/Un-mask the firm password.

 



Generating a Password Protected PDF and E-mail


Click on the Clients tab, to view the list of your clients.
Highlight a single client file. 
    

Note: only one password protected PDF return can be sent at a time.
 
Click on Print.
Select Tax Return.
Select one of the supported Print types from the Return section (Select any of these options to generate the Email (password protected PDF).  (Note: In 2012 Lacerte, only Client Copy, Custom Copy and Partial Return was supported)   
    
Client Copy
Custom Copy
Partial Return
Preparer review copy
Preparer file copy
Government filing copy
Extensions only
Additional Extensions only
K-1 package only

Grantor package only (Fiduciary module)  
 
Check the box, Email (password protected PDF). (The 'Options' link indicates where password settings can be made).    Note: See the instructions below if you would like to Customize the Email Dialog before clicking OK.  
Check the box, Include link to PDF (in 2014 Lacerte Tax and later) (This option is an added feature and is not mandatory).  Note: The option to include a link to the PDF is available until 12/31/2016. By checking this box Lacerte will include a URL link to the tax return in the email. This way the taxpayer will be able to view the return from anywhere.  
Click OK.

After clicking OK, Lacerte will calculate and generate a PDF of the return. Depending upon the type of MAPI compliant email program that you have, an Email will be created automatically containing a Password Protected PDF copy of the client's return.


If the return is also marked for electronic filing, the validation process will occur for the PDF just as if the return was being printed. 
The ""To"" section of your email will be populated with the e-mail addresses from Screen 1, Client Information. For a single return, one email address will appear. For a joint return, where both Taxpayer and Spouse email addresses have been completed, both email addresses will appear in the ""To"" section of the email.
The body of the e-mail will contain password instructions. The password instructions will differ depending upon what password settings were selected in the Settings and Options. If no password options were selected, no steps to unlock the return will be present in the body of the email. 
    

Note: The SSN for an Individual return used in the password will be that of the primary taxpayer.
 
The body of the e-mail will also include a URL to the return if the Include link to PDF option was selected.

 



Customizing the Email Dialog Sent to Clients

Lacerte also offers the ability to customize the Email Dialog to clients beginning in 2013 Lacerte Tax.
To Customize the Email Dialog:

Click the Print dropdown menu.
Select Print Tax Return.      
Check the Email (password protected PDF) in the desired tax return copy and then click Settings.

Click on Customize Email.    
Enter the: 
    
Subject
Salutation
Body
Closing    
 
Click on Preview Email.

Click on Save & Close once email is complete (or Click on Revert to Default to erase your changes).
Click OK to the Print Settings window.
Click OK in the Print Tax Return window to print to PDF.




Sample Default Text of Email with Password Instructions


    
  

Attached is a PDF copy of your Tax Return.


 


The file is a password protected PDF. The password to open the file is based on the following:


 


PASSWORD INSTRUCTIONS


 


The password is made up of:


 


Last 4 digits of your social security number and 5 digit Zipcode


As an example, if you have SSN 123-45-6789 with an address in zip code 98765 the resulting password is 678998765


 


IF YOU DO NOT HAVE A PDF READER


If you do not have a PDF reader, you can download the latest Adobe Reader by clicking on the link below. If clicking does not work, copy/paste the URL into your browser window.


http://get.adobe.com/reader


 


Sincerely,


    
  


 
After your client opens the email, they will be prompted to enter a password with the instructions you provided. After entering the password, the return will be available for the client to print



 
The following rules apply:

Only up to the first five characters of the zip code are used.
If the zip codes contain anything that is not a number (ignoring dashes), it will not be used in the password.
The SSN must be at least four digits long before it is used in the password.
If the SSN contains anything that is not a number (ignoring dashes), it will not be used as the password.
SSN dashes are ignored when creating passwords.
If the SSN is less than 9 digits, it is not used as a password. 


Important Information about PDF Password Protection:


Is the password protected PDF encrypted? Yes, using AES 128-bit encryption similar to Adobe PDF encryption. 

Can this PDF be hacked?  Any security can be hacked given a sufficient length of time and the right tools.  The password methodology is hackable, but allows for relative ease of opening by the Taxpayer. There is always a continuum between security and ease of use. At one end is no encryption and high ease of use.  At the other end is complex passwords like ?24bsde$%f*QW43**F!?, sent separately to the recipient, to create high security, but low ease of use. The password methodology was based on feedback from our Tax Preparer customers. 

Is there anything else I should do to protect my client's tax data? We recommend you also mask the SSN on the PDF return. See Content Coming Soon 

Is emailing a password protected PDF as safe as using a portal to deliver tax returns?   Portal security can be very high or not so high, again, depending on how it is set up. However, it is easier to give high security with reasonable ease of use with a portal. 

Can I use a different password methodology to protect PDF's? Not using this feature, but you can create a custom password using DMS. See Send Email Using DMS  


Prior Year Details
 Tax Year 2013, the following print types were added:

Preparer review copy
Preparer file copy
Government filing copy
Extensions only
Additional Extensions only
K-1 package only (Partnership, S-Corporation, Fiduciary)
Grantor package only (Fiduciary)
Participant package only (Benefit Plan)

Tax Year 2012, this feature was introduced, initially supporting the following print types:

Client Copy
Custom Copy
Partial return
 INF22076"
At-Risk Limitations for K-1 Losses,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023299_en_US?modified_at=2018-04-20+14%3A52%3A50+UTC,0,2018-04-21 22:32:19,Last Modified 253 days ago,"Information on At-Risk Limitations for K-1 Losses.

Detailed Information
The at-risk limitations are the second of three limitations applied to income producing activities. It is similar to the Basis Limitation, in that one of the major components of the ""Amount At-Risk"" is the amount invested in the activity. Under the basis limitation, losses are limited to amount invested in the activity. The at-risk limits, on the other hand, limit losses to amounts the investor has actually put at-risk. This can differ from amount invested because of loan guarantees, stop-loss agreements, or nonrecourse loans.
For example, a partner increases his adjusted basis for his share of nonrecourse loans. Nonrecourse loans are loans for which no partner is personally liable. Since the partner is not personally liable for the nonrecourse loans, he is not considered ""at-risk"" for the loan, therefore the amount of losses allowed under the basis limitations will be higher by the amount of the nonrecourse loan. Some nonrecourse loans, called qualified nonrecourse financing, do increase amount at-risk. Qualified nonrecourse financing are loans that are secured by real estate that is used in the activity.
The at-risk limits are computed on Form 6198. In part I of the form, current year income and loss is combined with prior year amounts that were disallowed by the at-risk limitations. Current and prior year loss is allowed to the extent of current year income. Any prior and current year loss in excess of current year income is limited to amount at-risk.
If partner or shareholder distributions cause the amount at-risk to become negative, gain is recognized to the extent losses have been allowed by at-risk in prior years and have not already been recaptured. The amount of at-risk recapture is carried over to following year as a deduction, and will be allowed as a deduction in the following year if the amount at-risk increases. (IRC 465(d))
There is no guidance as far as the character of the at-risk recapture. One approach would be to characterize the at-risk recapture according to the type of losses deducted in prior years. (1231 loss, long-term capital loss, etc).
The at-risk recapture does not increase the partners or shareholders basis. IRC 705(a)(1)(a) spells out the rules for determining the partners basis. It states that the partner's basis is increased by his distributive share of ""A) taxable income of the partnership as determined under section 703(a)"". Section 703(a) defines the taxable income of the partnership. Since the at-risk recapture is not a partnership item, it does not go into the computation of partnership income under 703(a) and therefore does not increase the partners basis

Click here to access the K-1 Step-by-Step Guide for more information
 INF25967"
Partnership K-1 Input Oil & Gas,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000024262_en_US?modified_at=2017-08-10+19%3A43%3A09+UTC,0,2017-08-10 19:43:09,Last Modified 253 days ago,"Use the Oil & Gas section on Screen 20.1, Partnership K-1s to report all Oil & Gas activities from Partnership K-1s

Click here to access the K-1 Step-by-Step Guide for more information
 INF29170"
Entering W-2 Wages and Withholdings on Multi-State Returns,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000035567_en_US?modified_at=2018-04-21+21%3A23%3A36+UTC,0,2018-04-21 22:32:25,Last Modified 253 days ago,"Allocating amounts for a multi-state W-2

Solution Description:

To enter Multi-State W-2 forms:


On the Input Return tab, click on the Income category
Select the sub-category Wages, Tips, and other Comp. (W-2)

Click on Box 1 for Wages, Tips, etc.

Click on the smaller box to the right (+ sign) -- the Supporting Detail window will open

 
 

On this window, enter income for each state and then enter the applicable state for the amount. Note: The states for returns you are filing will appear in the list.
If the total of the different state wages equals the Federal, then entering as shown in steps above is correct. 
In the example shown below, the Form 1040 will reflect wages of $4,100.

 
 
 

Tax Year 2012 (and prior year) image

 
 

 

If  there is a situation where the total of the multi-states amounts do not equal the Federal, then the ""Source"" column in the Supporting Detail box may be used
Under the Source column, if ""State"" is selected, then that amount will flow to only that state -- not to Federal, nor to any other state return
In the example below, $67,777 will flow to Federal and GA returns.  The $3,000 shown with PA as the state and sourced as ""State"" will flow only to the PA return.

 
 
 

Tax Year 2012 (and prior year) image

 
 

 
 

For state withholding, scroll down to State and local:  (17) State income tax withheld and repeat steps as described above.
Complete for any other input fields that need multiple entries

 
 
 

Tax Year 2012 (and prior year) image

 
 

 
 
  GEN72402"
Tax Year 2016 Login Requirements for Identity Authentication in ProConnect Tax Online (PTO),https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000024918_en_US?modified_at=2017-08-10+19%3A13%3A44+UTC,0,2017-08-10 19:13:44,Last Modified 253 days ago,"Description
At Intuit, the security of our products remains one of our top priorities. We are committed to helping safeguard customer information. For tax year 2016, new industrywide standards established through the IRS Security Summit process require professional tax software vendors, including Intuit, to validate each individual user?s identity. Intuit is implementing these changes in the ProConnect Tax Online (PTO) software program so that upon every program start or launch, all individual users associated with a firm must log in. 
Here is a summary of the changes for Tax Year 2016: 

Tax Year 2016 software will require a unique login and strong password for each user of the software.

Make sure each user at your firm has a unique login and password that meets the strong password requirements.Strong Password Requirements are as follows:



Use 8 or more characters
Use upper and lower case letters (e.g. Aa)
Use a number (e.g. 1234)
Use a symbol (e.g. !@#$)
 

 

30-minute inactivity log off

Users will be required to login every 24 hours or after 30 minutes of inactivity.  After you have signed into your tax software, you will remain logged into your tax software as long as your computer is active (i.e. using other non-tax programs, actively browsing the internet, printing, etc.). After 30 minutes of inactivity, you will be required to sign back in with your secure password. An example of inactivity would be:  you need to step away from your computer for more than 30 minutes. This new required standard from the IRS Security Summit will be industry-wide in Tax Year 2016 and was designed to provide the same type of protection from unauthorized data access to sensitive financial data as found in the online banking industry.
Because PTO is a cloud based product your work will automatically be saved.

Passwords must be changed every 90 days.

Each user will be prompted to change their password every 90 days.  Enforcing a software password that requires quarterly changes is becoming an industry standard best practice for safeguarding taxpayer data.
 
Click here to read the full IRS Statement
 

Frequently Asked Questions

Is this something I can opt out of?

No, this is a product requirement.  You must sign in to access the 2016 PTO tax program.



Why is Intuit doing this?

At Intuit, the security of our products remains one of our top priorities.  We are committed to helping you safeguard taxpayer data and prevent identify theft. Refer to IRS Publication 4557 for additional information on ways to safeguard taxpayer data.   For tax year 2016, new industrywide standards established through the IRS Security Summit process require professional tax software vendors, including Intuit, to validate each individual user?s identity.
The IRS has alerted the industry on steps to protect your office, combat tax fraud and identity theft. Refer to Tax Professionals: Protect Your Clients; Protect Yourself from Identity Theft.



Will I have to sign in to my software program every 30 minutes?

After you have signed into your tax software, you will remain logged into your software program as long as your computer shows signs of activity.  After 30 minutes of inactivity, you will be required to sign back in with your secure password.



What if I forgot my User ID or password?

Refer to Forgot User ID/Password for steps to re-set your password.



Can anyone else use my login/password?

Everyone who accesses the tax software program must have their own unique user ID and password. When signing into your program, periodically you will be prompted to verify your identity via Multi-factor Authentication (MFA) which helps to protect against unauthorized access. 
For additional information refer to: Security Changes - Multi-Factor Authentication
Note: This will occur every six months or as needed, to protect your account.




    
  Important! Passwords are required to be changed every 90 days. When your password expires, you must be connected to the internet to update your password.


 

Subscribe to this article to be notified when additional information becomes available.



Subscribe Now

 INF30635"
Create and save request templates in Intuit Link,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023741_en_US?modified_at=2018-04-20+06%3A18%3A11+UTC,0,2018-04-21 22:32:32,Last Modified 253 days ago,"In Intuit Link, tax preparers have the ability to create and save request templates for requests they frequently send to your clients. 
Note: Templates created on the Link website do not integrate with the Lacerte or ProSeries desktop programs.  To use a template that is created on the Link website, first invite the client to Link from the desktop program. 

Create custom request templates:


Click on Firm Settings on the left navigation bar.



Select the Request Templates tab.



Click New Template to create a template from scratch.



Enter the name of your custom template in the field Untitled Template field.
To add an engagement letter to the template, click Add Engagement.
Type the engagement letter in the filed provided.  If this template is going to be used with multiple clients, use the provided places holders:


client name = $client_name$
firm name = $firm_name$



To add questions to your custom questionnaire, click Add Question and then type your question in the field provided. 
Then select the question type; Yes or No or Open Ended Question.

Repeat the steps 7 & 8 to add additional questions.

To add a document request, click Add Document Request.
Enter the name of the document you are requesting and the name of Provider (optional).

Repeat steps 9 & 10 to add additional document requests.


Click Save to save your template.

 



Make a copy of a sample template:

Intuit Link Plus has sample templates that you can use to send out to your clients or you can make a copy and then modify it to suit your needs.
Note: the sample templates cannot be modified but you can make a copy of any of the three samples and then make modifications to the copy.

On the Request templates tab you will see three sample templates.  Individual, Partnership, and an S-Corp template.



Select the sample template you need a copy of.
Click the copy icon.


Or
Scroll down to the bottom of the page and click the blue Copy button.

You will then see a copy of the sample Template.  Click in the Template Name field to change the name of the template.

 
Engagement Letter
If you want to add an engagement letter to the template, click Add Engagement Letter.
Type the desired text in the filed provided.  If this template is going to be used with multiple clients, use the places holders provided:

client name = $client_name$
firm name = $firm_name$

 
Modify the Questionnaire

To modify the questionnaire description, click inside the field and enter the desired text.
To change the question type, click the drop down arrow and select either Open Ended or Yes or No.
To delete a question, click the trash icon.



To add a new question to the questionnaire, click Add Question at the bottom of the questionnaire list.

Documents Requests

To modify the description of the document request, click inside the field and enter the desired text.
To delete a document request question, click the trash icon.



To add a new document request, click Add Document Request at the bottom of the Documents list.

 



Send Requests to my client and use my custom request template:


Open the client that you want to send the request to.
Click Add Request.
In the Add Request window, click Request Templates.
Click the arrow in the Template field and select your custom template to see a preview of the request.



Click Save.
The request list will automatically fill in with the document and questions from the template selected.

Or

Click the arrow next to Add Requestt.



Select your custom template or one of the sample templates.
The request list will automatically fill in with the document and questions from the template selected.

When ready to send the requests to your client, click Send draft requests.
 
 
 
 
 

 INF28215"
Screen 2 Dependent Information Frequently Asked Questions,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000042354_en_US?modified_at=2018-04-21+20%3A59%3A39+UTC,1,2018-04-21 22:32:35,Last Modified 253 days ago,"The following items are commonly asked questions regarding Dependent Information in Screen 2

Individual Deleted Dependent is Generating Missing Information Diagnostics


Qualifying Relative Claimed as a Dependent


Using the Dependant with ITIN (for CTC) Field in the Individual Module

  INF30217"
Reporting Partnership Schedule K-1 Line 13 Code W on an Individual Return,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000037032_en_US?modified_at=2018-04-21+21%3A41%3A47+UTC,0,2018-04-21 22:32:38,Last Modified 253 days ago,"Where do I enter Partnership Sch K-1, line 13W, Other Deductions? 
How do I report Partnership Schedule K-1, line 13 Code W in the Individual module?

Solution

 Since Line 13, code W is for various other deductions Lacerte does not have a specific entry field for Line 13 code W. The firm who prepared the Partner's K-1 should have included a Description of what the deductions are and instructions on how to report the deductions on the Partner's Individual return.


  


 If the firm who prepared the Partner's K-1 did not provide a Description and/or instructions on how to report Line 13 code W:


Go to Screen 20, Passthrough K-1's.
Select the Partnership from the left navigation panel.
Scroll down to the Separately Stated Income and Deductions section. 
  
To report the deduction as passive:


Locate the First Passive Item subsection.
Hold down Ctrl+E in Other (Ctrl+E).
Enter the Description.
Enter the Amount as a negative number.
Click OK.    This entry will flow to the Schedule E, page 2, Line 28 column (f), ""Passive loss allowed (attach Form 8582 if required)"" (Assuming that the loss is allowed after passive limitations)  or,  


To report the deduction as nonpassive:  


Hold down Ctrl+E in Other nonpassive items (Ctrl+E).
Enter the Description.
Enter the Amount as a negative number.
Click OK.    This entry will flow to the Schedule E, page 2, Line 28 column (h) ""Nonpassive loss from Schedule K-1""
 

 


Common ""Other Deductions"" with this code may include:


Itemized deductions (Form 1040 filers enter on Schedule A (Form 1040)).
Soil and water conservation expenditures and endangered species recovery expenditures. See section 175 for limitations on the amount you are allowed to deduct.
Expenditures for the removal of architectural and transportation barriers to the elderly and disabled that the partnership elected to treat as a current expense. The deductions are limited by section 190(c) to $15,000 per year from all sources.
Interest expense allocated to debt-financed distributions. The manner in which you report such interest expense depends on your use of the distributed debt proceeds. If the proceeds were used in a trade or business activity, report the interest on line 28 of Schedule E (Form 1040). In column (a) enter the name of the partnership and ?interest expense.? If you materially participated in the trade or business activity, enter the amount of interest expense in column (h). If you did not materially participate in the activity, follow the instructions for Form 8582 to determine the amount of interest expense you can report in column (f). See page 3 in the Partner?s Schedule K-1 instructions for a definition of material participation. If the proceeds were used in an investment activity, enter the interest on Form 4952. If the proceeds are used for personal purposes, the interest is generally not deductible.
Interest paid or accrued on debt properly allocable to your share of a working interest in any oil or gas property (if your liability is not limited). If you did not materially participate in the oil or gas activity, this interest is investment interest reportable as described on page 9 of the Partner?s Schedule K-1 instructions; otherwise, it is trade or business interest. If you did not materially participate in the oil or gas activity, this interest is investment interest expense and should be reported on Form 4952. If you materially participated in the activity, report the interest on line 28 of Schedule E (Form 1040). On a separate line, enter ?interest expense? and the name of the partnership in column (a) and the amount in column (h).
Penalty on early withdrawal of savings. Report this amount on Form 1040, line 30.
Film and television production expenses. The partnership will provide a statement that describes the film or television production generating these expenses. Generally, if the aggregate cost of the production exceeds $15 million, you are not entitled to the deduction. The limitation is $20 million for productions in certain areas (see section 181 for details). If you did not materially participate in the activity, use Form 8582 to determine the amount that can be reported on Schedule E (Form 1040), line 28, column (f). If you materially participated in the production activity, report the deduction on Schedule E (Form 1040), line 28, column (h). The partnership will give you a description and the amount of your share for each of these items.

This information can be found by clicking on the link ""Where do I enter..."", of the Line 13 - Other Deductions section heading on Screen 20.1, Partnership Information.


  





  


 Pressing on the Where do I enter, brings up the Lacerte Help Center, near the beginning you will see another link for more information on Line 13W - Other Deductions, press this link and more input details will show.


  




The detailed input for this line has information with regard to where this input may belong. Not all the items shown will provide input for every deduction that Line 13W may be for.  GEN76257"
Form 8863 Education Credits FAQs,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023848_en_US?modified_at=2018-04-19+21%3A06%3A12+UTC,0,2018-04-21 22:32:42,Last Modified 253 days ago,"The following articles are the top questions referring to Education Credits, Form 8863.

Tuition and Fees Deduction Versus Education Credit (Program Optimization)


Selecting 'United States' from Screen 38.1, Education Credits/Tuition Deductions


Entering Form 1098-T, Box 5- Scholarships


Entering Form 1098-T, Box 5- Scholarships


Generating Form 8917 to Calculate the Tuition and Fees Deduction

 
 
  INF28550"
E-File Wizard State Return,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000024364_en_US?modified_at=2018-04-20+20%3A48%3A45+UTC,6,2018-04-21 22:32:45,Last Modified 253 days ago,"During the electronic filing process States marked with an asterisk will be sent to the IRS with the Federal return.  The following information below indicates why this is the recommended process. 

Although you have the ability to send almost all state returns directly to the state taxing authority, for many states the IRS recommends sending the state return along with the federal return to the IRS. By following this IRS recommendation, you can ensure the federal return is free of errors before the state return gets filed.
If you file the state return directly with the state taxing authority and the IRS rejects the federal return, you will more than likely have to file an amended paper return with the state.
Some states, such as California and Massachusetts for example, can process returns on a standalone basis. There is no need to designate to have these returns sent directly to the agency. The Lacerte processing center will route returns for standalone states automatically, where available.  

NOTE: In the Electronic Filing Wizard: State Selection Screen, states marked with an asterisk (*) will be sent to the IRS with the federal return (recommended). If you want to send the return directly to the state, simply right-click on a state, and then choose. ""Send directly to state tax authority."" INF29406"
Entering Form 1095-B,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023489_en_US?modified_at=2018-04-21+18%3A19%3A00+UTC,0,2018-04-21 22:32:48,Last Modified 253 days ago,"Where do I enter information from Form 1095-B?

For Tax year 2015 AND 2016 tax returns


Time-Saving tip:  1095-B's and 1095-C's are issued to taxpayers for information purposes only and are NOT required to be entered in order to prepare the return.  


Part IV input field is provided to conveniently calculate the Individual Shared Responsibility Payment penalty if some or all of the household members do not have full year coverage for all months.
This input can also be made on Screen 39.1 under the ""Minimum Essential Coverage not Indicated Elsewhere"" section and both are not required.
For clients with all members having coverage the full year it is another checkbox year under Screen 39.1 enter a 1 for entire household covered for all months. No additional input is required. 
A taxpayer does NOT need to wait until receiving a 1095-B or 1095-C in order for a return to be prepared and filed. 

How do I report Form 1095-B?

Solution:
 ACA Interactive - An Affordable Care Act interview guide for Lacerte tax professionals

For Tax year 2015 AND 2016 returns


Time-Saving tip:  1095-B's and 1095-C's are issued to taxpayers for information purposes only and are NOT required to be entered in order to prepare the return.  


Part IV input field is provided to conveniently calculate the Individual Shared Responsibility Payment penalty if some or all of the household members do not have full year coverage for all months.
This input can also be made on Screen 39.1 under the ""Minimum Essential Coverage not Indicated Elsewhere"" section and both are not required.
For clients with all members having coverage the full year it is another checkbox year under Screen 39.1 enter a 1 for entire household covered for all months. No additional input is required. 
A taxpayer does NOT need to wait until receiving a 1095-B or 1095-C in order for a return to be prepared and filed. 

 
To enter/report Form 1095-B:

Go to Screen 39, Affordable Care Act Subsidy/Penalty

Click on Health Coverage (Form 1095-B) from the left navigation panel. (This will take you to Screen 39.3.)     
Locate the Covered Individuals (Part IV) section.
Select the First Name (a) of the individual from the drop down menu.   Important! If you Select the Covered Individuals name from the drop down menu, Lacerte will populate the (a) First Name, (a) Last Name, and (b) SSN entered on Screen 1, Client Information or Screen 2, Dependents. If the Covered Individual is not entered on Screen 1 or Screen 2 you will need to manually enter their information.    
Complete the applicable information:   
  
If the Individual was covered for all 12 months:  


Enter a 1 in (d) 1= covered all 12 months.  


If the Individual was only covered part of the year:  


Enter a 1 for each month the individual was covered for.  
 
Click on Add from the left navigation panel to add an additional Form 1095-B (if the Taxpayer received multiple 1095-Bs).
 INF27051"
Form 5695 Residential Energy Credit FAQs,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023846_en_US?modified_at=2018-04-20+23%3A49%3A54+UTC,0,2018-04-21 22:32:51,Last Modified 253 days ago,"Description
The following articles are the top questions referring to the Residential Energy Credit (5695) 
 

Generating Individual Form 5695


Entering Energy Credit for the Biomass Fuel Stoves for Form 5695


Individual Form 5695 is not Generating


Input for Portion of Residential Energy Credit that has Already Been Used

 
 
  INF28546"
1040 Line 21 Alimony and Other Income FAQs,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023896_en_US?modified_at=2018-04-21+19%3A56%3A31+UTC,0,2018-04-21 22:32:54,Last Modified 253 days ago,"Description
The following articles are the top questions referring to Alimony and Other Income (1040 Line 21).   

Alimony Received (line 11) or Paid (line 31a & 31b) Input


Reporting Taxable Scholarships and Fellowships on Form 1040


1040 Line 21: Computation of Net Operating Loss


1099-C Reporting Income From a Cancellation of Debt for a Form 1040

 
  INF28605"
